model,sample_index,original_dataset_index,label,score,threshold,prediction
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",28,150,1,0.8651138117283952,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",29,581,1,0.874855324074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",30,230,0,-1.1161747685185184,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",31,1026,0,0.7908468364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",32,398,0,0.8700327932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",33,634,1,0.8848861882716048,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",34,58,0,0.8465952932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",35,406,1,0.8953510802469136,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",36,745,0,-1.1063368055555556,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",37,33,0,-1.1297743055555558,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",38,704,0,0.816358024691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",39,298,1,0.8679591049382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",40,944,1,0.9129050925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",41,113,0,0.9072627314814814,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",42,1043,1,0.904272762345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",43,175,1,0.8680555555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",44,278,0,-1.1092785493827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",45,891,1,0.894579475308642,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",46,276,0,-1.089747299382716,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",47,1021,0,-1.0924961419753088,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",48,488,0,-1.1288097993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",49,673,1,0.916039737654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",50,178,1,0.8837287808641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",51,66,0,-1.1209490740740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",52,394,1,0.9561149691358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",53,191,0,0.8444733796296298,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",54,10,1,0.8268711419753085,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",55,415,0,-1.1091820987654322,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",56,442,1,0.8025173611111112,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",57,257,1,0.958960262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",58,763,1,0.9110725308641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",59,921,0,-1.1513310185185186,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",60,800,0,-1.1443865740740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",61,348,1,0.9072145061728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",62,701,1,0.892554012345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",63,933,1,0.8924093364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",64,603,1,0.8972800925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",65,781,1,1.0020736882716048,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",66,145,1,0.8641975308641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",67,19,0,-1.1493055555555558,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",68,632,1,-1.1170428240740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",69,37,0,-1.1004050925925926,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",70,529,1,0.9188850308641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",71,392,0,0.9265528549382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",72,816,1,0.9580922067901234,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",73,630,1,0.8435570987654322,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",74,901,1,0.9365837191358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",75,759,1,0.8366608796296298,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",76,1097,1,0.8943383487654322,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",77,903,0,0.8337673611111112,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",78,282,1,0.8651138117283952,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",79,472,1,0.8934220679012346,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",80,851,0,-1.1385995370370372,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",81,202,1,0.8153452932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",82,511,1,0.7978877314814814,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",83,965,0,-1.105420524691358,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",84,765,1,0.8835358796296298,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",85,29,0,-1.0720486111111112,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",86,491,1,0.8533468364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",87,347,0,-1.1122202932098766,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",88,485,1,0.904272762345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",89,692,1,0.863136574074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",90,902,0,-1.1288097993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",91,461,0,-1.0819347993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",92,154,0,-1.1062403549382718,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",93,409,1,0.923755787037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",94,934,1,0.9169560185185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",95,1074,1,0.916039737654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",96,1078,0,0.9216820987654322,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",97,1072,1,0.812355324074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",98,569,1,0.9216338734567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",99,27,1,0.8544560185185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",100,999,1,-1.1277006172839503,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",101,839,0,-1.0232445987654322,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",102,60,0,0.8005401234567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",103,156,0,0.8212770061728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",104,550,1,0.890625,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",105,572,1,0.8611111111111112,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",106,414,1,0.8288001543209877,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",107,564,1,0.831983024691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",108,574,0,-1.1160783179012346,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",109,602,1,0.874951774691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",110,116,0,0.8564814814814814,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",111,124,0,-1.136670524691358,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",112,865,1,0.8387827932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",113,657,0,0.8486207561728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",114,1076,1,0.9288676697530864,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",115,336,1,0.8602430555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",116,739,1,0.8700327932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",117,234,0,-1.1013213734567902,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",118,588,0,0.876880787037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",119,703,1,0.9041280864197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",120,813,1,-1.0916763117283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",121,597,0,-1.1209972993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",122,753,1,0.9582851080246916,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",123,587,1,0.888647762345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",124,855,1,0.85546875,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",125,142,0,0.922019675925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",126,995,1,0.8720100308641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",127,449,0,0.872974537037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",128,426,1,0.8545042438271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",129,176,1,0.8229648919753085,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",130,319,0,-1.0876736111111112,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",131,947,1,0.804542824074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",132,30,1,0.8896122685185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",133,866,0,0.9404417438271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",134,688,1,0.9306520061728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",135,711,1,0.921875,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",136,873,0,-1.1112075617283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",137,937,0,0.9636863425925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",138,493,1,0.865210262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",139,390,1,0.941261574074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",140,1098,1,0.8836805555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",141,24,1,0.914014274691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",142,640,0,-1.095582561728395,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",143,218,1,0.828028549382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",144,141,0,0.8512731481481481,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",145,847,1,0.896460262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",146,500,1,0.8590374228395061,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",147,185,0,0.9111207561728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",148,97,1,0.8572530864197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",149,325,1,0.849585262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",150,403,0,0.9140625,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",151,975,0,-1.1394675925925926,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",152,430,1,0.826195987654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",153,732,1,0.9090470679012346,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",154,67,1,0.86328125,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",155,774,1,0.8622202932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",156,1051,1,0.8914930555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",157,997,1,0.8485725308641976,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",158,1095,0,-1.0749421296296298,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",159,79,0,0.9599247685185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",160,1079,0,-1.0701195987654322,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",161,252,1,0.8668981481481481,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",162,122,1,0.8474151234567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",163,626,1,0.8779899691358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",164,713,1,0.8513695987654322,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",165,600,0,-1.1043113425925926,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",166,996,0,-1.1630015432098766,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",167,85,0,0.8386381172839505,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",168,729,1,0.8064718364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",169,13,0,0.898533950617284,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",170,1055,0,0.9422743055555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",171,935,0,0.9228395061728394,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",172,764,0,-1.0994888117283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",173,571,0,0.7572337962962963,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",174,524,0,0.865162037037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",175,323,0,-1.1698013117283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",176,635,0,-1.1444347993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",177,876,1,0.9090952932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",178,94,0,0.820264274691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",179,2,0,-1.1756365740740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",180,269,0,0.837914737654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",181,594,1,0.8064718364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",182,1056,1,0.8856095679012346,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",183,121,0,-1.0819347993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",184,318,0,-1.1189718364197532,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",185,475,0,-1.054494598765432,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",186,616,0,-1.1473765432098766,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",187,216,1,0.9443479938271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",188,506,1,0.917824074074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",189,676,1,0.863233024691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",190,1040,0,0.8583622685185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",191,582,0,0.884837962962963,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",192,329,1,0.7789834104938271,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",193,183,0,0.8454861111111112,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",194,1017,0,0.8934220679012346,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",195,106,1,0.9248167438271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",196,56,0,0.9031635802469136,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",197,757,0,0.8455343364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",198,979,1,0.9365354938271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",199,490,0,-1.1521508487654322,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",200,64,1,0.8036265432098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",201,991,0,-1.1151138117283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",202,467,0,0.8739390432098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",203,149,0,-1.0496720679012346,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",204,705,0,-1.1306905864197532,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",205,293,0,-1.1824845679012348,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",206,306,1,0.958960262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",207,411,1,0.8035300925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",208,908,0,0.8544077932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",209,653,1,0.9201871141975309,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",210,601,0,0.7857831790123457,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",211,780,1,0.9170524691358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",212,349,0,-1.0799575617283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",213,540,0,-1.1081211419753088,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",214,443,0,-1.0594618055555558,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",215,39,1,0.8864776234567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",216,420,1,0.8367091049382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",217,520,1,0.9366319444444444,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",218,20,0,0.9678337191358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",219,801,0,-1.0721450617283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",220,220,0,0.8936149691358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",221,35,0,0.9991319444444444,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",222,836,1,0.8700810185185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",223,1039,1,0.8701292438271606,0.3501080246913581,1
