purpose,i,j,model_requested,circuit_index,depth_transpiled,size_transpiled,ops_transpiled
test_vqc,68,-1,vqc,78,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,69,-1,vqc,79,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,70,-1,vqc,80,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,71,-1,vqc,81,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,72,-1,vqc,82,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,73,-1,vqc,83,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,74,-1,vqc,84,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,75,-1,vqc,85,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,76,-1,vqc,86,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,77,-1,vqc,87,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,78,-1,vqc,88,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,79,-1,vqc,89,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,80,-1,vqc,90,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,81,-1,vqc,91,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,82,-1,vqc,92,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,83,-1,vqc,93,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,84,-1,vqc,94,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,85,-1,vqc,95,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,86,-1,vqc,96,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,87,-1,vqc,97,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,88,-1,vqc,98,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,89,-1,vqc,99,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,90,-1,vqc,100,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,91,-1,vqc,101,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,92,-1,vqc,102,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,93,-1,vqc,103,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,94,-1,vqc,104,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,95,-1,vqc,105,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,96,-1,vqc,106,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,97,-1,vqc,107,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,98,-1,vqc,108,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,99,-1,vqc,109,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,100,-1,vqc,110,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,101,-1,vqc,111,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,102,-1,vqc,112,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,103,-1,vqc,113,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,104,-1,vqc,114,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,105,-1,vqc,115,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,106,-1,vqc,116,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,107,-1,vqc,117,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,108,-1,vqc,118,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,109,-1,vqc,119,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,110,-1,vqc,120,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,111,-1,vqc,121,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,112,-1,vqc,122,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,113,-1,vqc,123,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,114,-1,vqc,124,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,115,-1,vqc,125,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,116,-1,vqc,126,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,117,-1,vqc,127,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,118,-1,vqc,128,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,119,-1,vqc,129,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,120,-1,vqc,130,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,121,-1,vqc,131,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,122,-1,vqc,132,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,123,-1,vqc,133,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,124,-1,vqc,134,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,125,-1,vqc,135,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,126,-1,vqc,136,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,127,-1,vqc,137,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,128,-1,vqc,138,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,129,-1,vqc,139,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,130,-1,vqc,140,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,131,-1,vqc,141,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,132,-1,vqc,142,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,133,-1,vqc,143,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,134,-1,vqc,144,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,135,-1,vqc,145,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,136,-1,vqc,146,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,137,-1,vqc,147,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,138,-1,vqc,148,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,139,-1,vqc,149,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,140,-1,vqc,150,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,141,-1,vqc,151,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,142,-1,vqc,152,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,143,-1,vqc,153,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,144,-1,vqc,154,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,145,-1,vqc,155,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,146,-1,vqc,156,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,147,-1,vqc,157,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,148,-1,vqc,158,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,149,-1,vqc,159,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,150,-1,vqc,160,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,151,-1,vqc,161,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,152,-1,vqc,162,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,153,-1,vqc,163,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,154,-1,vqc,164,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,155,-1,vqc,165,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,156,-1,vqc,166,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,157,-1,vqc,167,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,158,-1,vqc,168,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,159,-1,vqc,169,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,160,-1,vqc,170,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,161,-1,vqc,171,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,162,-1,vqc,172,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,163,-1,vqc,173,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,164,-1,vqc,174,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,165,-1,vqc,175,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,166,-1,vqc,176,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,167,-1,vqc,177,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,168,-1,vqc,178,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,169,-1,vqc,179,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,170,-1,vqc,180,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,171,-1,vqc,181,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,172,-1,vqc,182,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,173,-1,vqc,183,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,174,-1,vqc,184,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,175,-1,vqc,185,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,176,-1,vqc,186,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,177,-1,vqc,187,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,178,-1,vqc,188,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,179,-1,vqc,189,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,180,-1,vqc,190,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,181,-1,vqc,191,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,182,-1,vqc,192,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,183,-1,vqc,193,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,184,-1,vqc,194,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,185,-1,vqc,195,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,186,-1,vqc,196,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,187,-1,vqc,197,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,188,-1,vqc,198,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,189,-1,vqc,199,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,190,-1,vqc,200,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,191,-1,vqc,201,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,192,-1,vqc,202,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,193,-1,vqc,203,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,194,-1,vqc,204,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,195,-1,vqc,205,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,196,-1,vqc,206,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,197,-1,vqc,207,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,198,-1,vqc,208,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,199,-1,vqc,209,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,200,-1,vqc,210,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,201,-1,vqc,211,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,202,-1,vqc,212,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
