model,sample_index,original_dataset_index,label,score,threshold,prediction
isolation_forest_plus_vqc_ibm_hardware_300,41,113,0,0.75390625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,42,1043,1,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,43,175,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,44,278,0,0.33203125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,45,891,1,0.6484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,46,276,0,0.3671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,47,1021,0,0.3671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,48,488,0,0.3515625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,49,673,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,50,178,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,51,66,0,0.41796875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,52,394,1,0.7265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,53,191,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,54,10,1,0.734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,55,415,0,0.41796875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,56,442,1,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,57,257,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,58,763,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,59,921,0,0.44140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,60,800,0,0.40234375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,61,348,1,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,62,701,1,0.76953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,63,933,1,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,64,603,1,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,65,781,1,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,66,145,1,0.6484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,67,19,0,0.31640625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,68,632,1,0.33203125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,69,37,0,0.3671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,70,529,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,71,392,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,72,816,1,0.64453125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,73,630,1,0.7265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,74,901,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,75,759,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,76,1097,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,77,903,0,0.73828125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,78,282,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,79,472,1,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,80,851,0,0.375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,81,202,1,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,82,511,1,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,83,965,0,0.390625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,84,765,1,0.734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,85,29,0,0.359375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,86,491,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,87,347,0,0.36328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,88,485,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,89,692,1,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,90,902,0,0.37109375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,91,461,0,0.3515625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,92,154,0,0.34375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,93,409,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,94,934,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,95,1074,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,96,1078,0,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,97,1072,1,0.7734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,98,569,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,99,27,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,100,999,1,0.39453125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,101,839,0,0.36328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,102,60,0,0.68359375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,103,156,0,0.76953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,104,550,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,105,572,1,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,106,414,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,107,564,1,0.7265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,108,574,0,0.34375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,109,602,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,110,116,0,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,111,124,0,0.3671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,112,865,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,113,657,0,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,114,1076,1,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,115,336,1,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,116,739,1,0.75390625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,117,234,0,0.37890625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,118,588,0,0.7734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,119,703,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,120,813,1,0.3984375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,121,597,0,0.44140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,122,753,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,123,587,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,124,855,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,125,142,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,126,995,1,0.765625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,127,449,0,0.734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,128,426,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,129,176,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,130,319,0,0.38671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,131,947,1,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,132,30,1,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,133,866,0,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,134,688,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,135,711,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,136,873,0,0.38671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,137,937,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,138,493,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,139,390,1,0.7578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,140,1098,1,0.68359375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,141,24,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,142,640,0,0.36328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,143,218,1,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,144,141,0,0.68359375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,145,847,1,0.77734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,146,500,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,147,185,0,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,148,97,1,0.74609375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,149,325,1,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,150,403,0,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,151,975,0,0.37890625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,152,430,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,153,732,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,154,67,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,155,774,1,0.7265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,156,1051,1,0.74609375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,157,997,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,158,1095,0,0.38671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,159,79,0,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,160,1079,0,0.328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,161,252,1,0.74609375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,162,122,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,163,626,1,0.64453125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,164,713,1,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,165,600,0,0.3515625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,166,996,0,0.390625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,167,85,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,168,729,1,0.73828125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,169,13,0,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,170,1055,0,0.66015625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,171,935,0,0.75,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,172,764,0,0.3671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,173,571,0,0.734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,174,524,0,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,175,323,0,0.328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,176,635,0,0.359375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,177,876,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,178,94,0,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,179,2,0,0.375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,180,269,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,181,594,1,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,182,1056,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,183,121,0,0.390625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,184,318,0,0.33984375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,185,475,0,0.37890625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,186,616,0,0.34375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,187,216,1,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,188,506,1,0.66015625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,189,676,1,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,190,1040,0,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,191,582,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,192,329,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,193,183,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,194,1017,0,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,195,106,1,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,196,56,0,0.73828125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,197,757,0,0.75390625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,198,979,1,0.66796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,199,490,0,0.4296875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,200,64,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,201,991,0,0.37890625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,202,467,0,0.66015625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,203,149,0,0.33984375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,204,705,0,0.39453125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,205,293,0,0.359375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,206,306,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,207,411,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,208,908,0,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,209,653,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,210,601,0,0.6484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,211,780,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,212,349,0,0.4140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,213,540,0,0.34765625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,214,443,0,0.36328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,215,39,1,0.66015625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,216,420,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,217,520,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,218,20,0,0.75,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,219,801,0,0.38671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,220,220,0,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,221,35,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,222,836,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,223,1039,1,0.640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,224,773,0,0.66796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,225,754,0,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,226,148,0,0.375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,227,788,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,228,784,1,0.734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,229,552,0,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,230,650,0,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,231,359,0,0.40234375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,232,372,0,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,233,320,1,0.671875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,234,206,1,0.64453125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,235,870,0,0.359375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,236,1086,1,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,237,826,1,0.640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,238,382,0,0.4140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,239,771,1,0.73828125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,240,288,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,241,959,0,0.37890625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,242,337,1,0.77734375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,243,169,1,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,244,81,1,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,245,783,1,0.4140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,246,939,1,0.70703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,247,897,1,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,248,886,1,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,249,818,0,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,250,267,0,0.4140625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,251,899,0,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,252,881,0,0.328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,253,894,1,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,254,388,0,0.40234375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,255,782,0,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,256,495,1,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,257,480,0,0.37109375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,258,679,0,0.359375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,259,36,1,0.71875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,260,963,1,0.66796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,261,44,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,262,714,1,0.66796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,263,1047,0,0.40234375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,264,649,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,265,509,0,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,266,1084,0,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,267,313,0,0.375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,268,831,0,0.40234375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,269,518,0,0.7421875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,270,620,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,271,914,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,272,324,1,0.36328125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,273,285,0,0.38671875,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,274,957,0,0.6953125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,275,54,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,276,1029,0,0.42578125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,277,777,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,278,543,0,0.6875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,279,513,0,0.68359375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,280,157,1,0.6640625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,281,964,1,0.67578125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,282,72,0,0.69140625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,283,294,0,0.73046875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,284,986,1,0.71484375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,285,859,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,286,332,0,0.42578125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,287,15,0,0.7109375,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,288,810,1,0.72265625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,289,776,1,0.6796875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,290,750,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,291,360,0,0.33984375,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,292,340,0,0.3828125,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,293,253,0,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,294,593,1,0.75,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,295,645,1,0.65625,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,296,1050,1,0.703125,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,297,354,0,0.3515625,0.508125,0
isolation_forest_plus_vqc_ibm_hardware_300,298,694,0,0.69921875,0.508125,1
isolation_forest_plus_vqc_ibm_hardware_300,299,1006,0,0.6328125,0.508125,1
